ID,Input,Output
801,11.36,89.21
801,11.52,84.49
801,12.13,78.97
801,12.73,77.205
801,12.75,77.05
801,13.11,74.86
801,13.15,73.46
801,13.61,70.23
801,13.65,72.25
801,14.17,68.24
801,14.61,69.895
801,14.68,70.66
801,15.13,74.4
801,15.16,68.03
801,15.620000000000001,71.41
801,15.68,70.63
802,11.47,95.64
802,12.030000000000001,87.99
802,12.200000000000001,80.48
802,12.870000000000001,76.64
802,13.1,75.74
802,13.200000000000001,71.71
802,13.25,72.25
802,13.33,75.28
802,13.43,70.28
802,13.75,73.01
802,13.83,73.6
802,13.870000000000001,71.11
802,13.91,71.58
802,14.06,72.88
802,14.19,70.86
802,14.290000000000001,72.9
802,14.46,71.98
802,14.88,70.6
802,14.9,70.96
802,15.35,70.89
802,15.38,73.07
802,15.82,70.55
802,15.860000000000001,72.95
802,15.9,71.05
802,16,70.57
802,16.34,70.98
802,16.4,70.11
802,16.75,69.76
802,16.86,68.4
802,16.9,68.7
802,17.03,70.68
803,10.03,83.06
803,10.83,77.52
803,11.52,73.64
803,11.56,75.09
803,11.870000000000001,70.81
803,11.950000000000001,70.8
803,12.48,66.89
803,12.67,68.56
803,13.02,64.66
803,13.38,66.29
803,13.5,66.38
803,13.58,64.74
803,13.73,65.93
803,13.790000000000001,65.09
803,13.82,64.89
803,13.9,64.67
803,14.07,66.155
803,14.13,65.66
803,14.5,66.36
803,14.530000000000001,65.72
803,14.57,63.73
803,14.780000000000001,67.74
803,14.82,65.43
803,15.13,65.72
804,10.92,117.18
804,11.36,109.72
804,11.38,103.11
804,11.78,93.63
804,12.030000000000001,90.84
804,12.21,85.43
804,12.3,84.2
804,12.38,80.9
804,12.41,80.92
804,12.780000000000001,83.45
804,12.89,78.08
804,13.01,80.51
804,13.280000000000001,79.82
804,13.38,76.59
804,13.450000000000001,78.31
804,13.790000000000001,75.96
804,13.870000000000001,76.17
804,13.97,74.7
804,14.05,76.57
804,14.08,73
804,14.33,74.23
804,15.040000000000001,76.54
805,11.67,85.13
805,11.83,81.91
805,12.02,85.36
805,12.13,81.9
805,12.86,77.09
805,13.23,72.63
805,13.280000000000001,73.2
805,13.55,72.61
805,13.88,71.6
805,13.9,72.85
805,14.01,73.06
805,14.22,70.75
805,14.55,72.59
805,14.67,70.27
805,14.870000000000001,69.315
805,15.05,72.04
805,15.700000000000001,68.07
805,15.93,67.745
805,16.03,71.79
805,16.080000000000002,70.62
806,10.92,81.44
806,11.07,81.5
806,11.16,78.56
806,11.65,78.34
806,11.92,77.37
806,11.950000000000001,75.14
806,12.07,74.82
806,12.200000000000001,73.14
806,12.26,72.12
806,12.780000000000001,70.32
806,12.93,69.79
806,13.07,67.67
806,13.22,71.14
806,13.26,70.49000000000001
806,13.290000000000001,69.57
806,13.72,68.51
806,13.790000000000001,68.49
806,13.870000000000001,68.9
806,13.91,66.67
806,13.93,66.65
806,13.96,66.32
806,14.01,67.15
806,14.1,70.32
806,14.24,66.91
806,14.33,66.43
806,14.64,68.3
806,14.790000000000001,68.17
806,14.81,66.97
806,14.94,68.18
806,14.98,68.76
806,15.25,68.78
806,15.27,67.48
806,15.33,68.29
807,12.81,79.29
807,12.92,79.9
807,13.08,79.79
807,13.15,75.22
807,13.17,73.91
807,13.19,73.44
807,13.290000000000001,72.06
807,13.63,75.42
807,13.77,73.69
807,13.88,74.5
807,13.94,74.89
807,14.05,73.29
807,14.25,75.04
807,14.65,77.86
807,14.780000000000001,76.15
807,14.9,73.89
807,15.05,74.76
807,15.780000000000001,74.8
807,15.9,75.54
807,16.09,73.51
808,13.1,73.72
808,13.31,70.535
808,13.450000000000001,73.51
808,14.1,69.66
808,14.14,68.23
808,14.72,66.94999999999999
808,15.1,68.37
808,15.15,68.1
808,15.31,67.88
808,15.46,67.31
808,15.56,65.38
808,15.64,66.41
808,15.71,68.19
808,16.02,67.25
808,16.21,67.73
808,16.4,67.14
808,16.56,69.38
808,17.02,69.27
808,18.09,73.25
809,10.11,83.51
809,11.76,77.67
809,12.26,72.35
809,12.620000000000001,69.97
809,12.950000000000001,71.2
809,12.97,69.56
809,13.780000000000001,69.33
809,13.81,66.83
809,13.89,70.48
809,13.91,67.86
809,14.31,68.56
809,14.73,69.13
809,14.81,65.72
809,14.9,70.67
809,14.93,66.65
809,15,68.67
809,15.18,68
809,15.31,69.06
810,10.91,88.23
810,11.200000000000001,87.38
810,11.22,84.34
810,11.47,83.62
810,11.55,83.06
810,12.040000000000001,80.99
810,12.27,79.52
810,12.290000000000001,79.97
810,12.5,77.75
810,12.540000000000001,77.73
810,12.950000000000001,77.19
810,12.98,74.46
810,13,72.65
810,13.18,72.91
810,13.39,74.22
810,13.5,72.59
810,13.56,73.58
810,14,71.33
810,14.36,71.49
810,14.540000000000001,69.38
810,14.56,69.12
810,14.61,72.65
810,14.9,72.34
811,11.53,77.21
811,13.06,68.9
811,13.77,68.82499999999999
811,14.06,66.52000000000001
811,14.38,66.55
811,14.540000000000001,67.7
811,14.73,65.78
811,14.790000000000001,65.31
811,14.98,66.39
811,15.05,65.82499999999999
811,15.48,63.43
811,15.84,63.39
811,16.03,64.08
811,16.72,63.755
811,16.740000000000002,63.475
811,16.86,63.44
811,16.98,64.53
811,18.7,66.75
811,18.990000000000002,65.6
811,19.5,62.755
811,19.54,62.01
811,19.72,63.76
811,19.96,64.9
812,15.08,80.8
812,16.1,74.92
812,16.14,75.44
812,16.2,73.82
812,16.5,74.44
812,16.54,74.18
812,17.1,73.71
812,17.2,72.08
812,17.330000000000002,72.63
812,17.48,72.47
812,17.56,71.48
812,17.67,74.22
812,18.1,72.83
812,18.19,71.55
812,18.39,71.53
812,18.59,72.73
812,19.09,72.74
812,19.23,72.34
813,12.92,71.94
813,13.450000000000001,73.25
813,13.61,72.09
813,13.950000000000001,72.64
813,16.98,71.44
813,17.35,71.3
813,17.59,67.74
813,17.86,72.61
813,17.92,69.91
813,18,72.09
813,18.3,71.34
813,18.35,69.22
813,18.59,70.04
813,18.650000000000002,69.28
813,18.69,70.12
813,18.77,70.34
813,18.92,70.25
813,19.32,69.73
813,19.38,71.58
813,19.68,73.12
813,19.72,70.27
813,19.76,70.09
813,19.82,73.57
814,12.36,82.7
814,13.74,71.49
814,13.790000000000001,71.49
814,14.120000000000001,68.02
814,14.3,69.47
814,14.33,69.41
814,14.81,67.14
814,14.950000000000001,68.52
814,15,65.66
814,15.08,66.82
814,15.24,67.09
814,15.25,64.15
814,15.27,67.36
814,15.81,65.81
814,15.950000000000001,68.49
814,16.06,67.97
814,16.1,65.53999999999999
814,16.69,67.63
814,16.75,66.87
814,16.81,67.305
814,16.84,66.14
814,16.98,67.25
814,17.02,66.81
814,17.38,67.17
814,17.67,70.81
814,17.77,71.52
814,17.81,67.83500000000001
814,17.84,66.81
814,17.96,66.93
814,18,69.25999999999999
814,18.11,68.42
814,18.75,63.36
814,18.78,72.91
814,18.82,69.16
814,18.93,69.04499999999999
814,19.28,69.17
814,19.67,69.49
814,19.740000000000002,67.36
814,19.78,67.69
815,10.11,81.96
815,10.25,84.21
815,10.38,83.63
815,10.46,79.42
815,11.15,80.07
815,11.28,78.3
815,11.32,80.31
815,11.38,76.74
815,11.55,74.56
815,11.65,77.09
815,11.69,75.49
815,12.11,70.82
815,12.21,69.79
815,12.32,68.15
815,12.39,68.42
815,12.44,68.05
815,12.55,68.2
815,12.61,69.35
815,12.620000000000001,69.225
815,12.65,68.07
815,12.68,68.61
815,13.22,66.19
815,13.280000000000001,66.76
815,13.61,70.08500000000001
815,14.08,68.985
815,14.120000000000001,66.29
815,14.3,68.44
815,14.32,69.12
815,15.120000000000001,65.36
815,15.16,64.94
815,15.370000000000001,67.48
815,15.64,67.22
815,15.72,67.28
815,15.98,68.15
815,16.080000000000002,68.35
815,16.12,64.87
816,11.4,98.57
816,11.44,94.72
816,11.59,92.13
816,11.76,92.76
816,11.82,87.54
816,12.72,82.67
816,12.780000000000001,80.86
816,12.8,86.82
816,12.81,79.62
816,13.16,81.02
816,13.41,74.95
816,13.47,74.77
816,13.700000000000001,72.4
816,13.81,78.91
816,13.85,76.46
816,14.27,70.78
816,14.46,72.75
816,14.6,74.71
816,14.64,71.3
816,14.73,80.41
816,15.16,76.01
816,15.25,73.56
816,15.290000000000001,69.91
816,15.38,72.44
816,15.540000000000001,72.26
816,15.64,76.96
816,15.68,74.62
816,15.75,73.96000000000001
816,15.83,73.2
816,16.25,73.515
816,16.4,80.76
816,16.61,73.57
816,17.25,75.53
817,13.32,64.7
817,13.48,64.52
817,14.32,64.445
817,14.84,64.9
817,15.43,64.55
817,15.68,63.94
817,15.92,64.36
817,16.41,63.85
817,16.45,63.65
817,16.51,63.96
817,16.56,64.395
817,16.85,66.03
817,17.16,64.22
817,17.25,64.21000000000001
817,17.29,63.38
817,17.45,64.15
818,10.36,87.47
818,11.81,70.74
818,12.46,69.64
818,12.86,66.39
818,13.27,67.62
818,13.3,68.035
818,13.61,65.7
818,13.780000000000001,68.57
818,13.86,68.31
818,14.21,67.58
818,14.24,65.42
818,14.3,66.975
818,14.38,66.92
818,14.47,66.005
818,14.57,65.58500000000001
818,14.59,64.42
818,14.61,64.61
818,14.76,63.225
818,14.780000000000001,64
818,14.86,64.37
818,15.200000000000001,63.33
818,15.23,63.71
818,15.26,63.56
818,15.36,63.585
818,15.43,64.53
818,15.450000000000001,64.97999999999999
818,15.530000000000001,63.25
818,15.58,64.7
818,15.780000000000001,64.015
818,15.85,65.09
818,16.18,64.96
818,16.2,63.53
818,16.25,63.95
818,16.28,63.2
818,16.29,62.675
818,16.330000000000002,62.7
818,16.54,63.39
818,16.56,63.7
818,16.62,66.75
818,16.76,66.23
818,16.78,65.89
818,17.16,64.76
818,17.18,67.51
818,17.23,64.5
818,17.330000000000002,64.32
818,17.52,64.08
818,17.650000000000002,65.06
818,17.71,63.51
818,17.72,67.98
818,18.18,65.82
818,18.23,63.84
818,18.27,65.39
818,18.740000000000002,66.02
819,11.64,77.49
819,11.67,78.73
819,12.02,73.89
819,12.040000000000001,72.39
819,12.17,73.14
819,12.69,69.36
819,12.790000000000001,69.24
819,12.96,68.3
819,13.01,68.18
819,13.05,68.225
819,13.19,69.8
819,13.21,66.75
819,13.23,66.68
819,13.27,67.38
819,13.59,68.75
819,13.61,67.54
819,13.66,66.52
819,13.68,65.89
819,13.71,65.36
819,13.72,65.96
819,13.76,64.91499999999999
819,13.790000000000001,65.35
819,13.92,65.76
819,13.99,66.29
819,14.05,65.93
819,14.21,64.05
819,14.3,65.67
819,14.36,62.61
819,14.59,65.67
819,14.61,65.83
819,14.65,63.88
819,14.66,63.93
819,14.68,64.85
819,14.72,62.69
819,14.76,60.535
819,14.790000000000001,61.59
819,14.84,63.09
819,14.88,62.97
819,14.91,63.120000000000005
819,15.200000000000001,62.900000000000006
819,15.3,62.769999999999996
819,15.36,61.78
819,15.59,64.65
819,15.610000000000001,63.69
819,15.620000000000001,65.6
819,15.74,62.685
819,15.780000000000001,59.995000000000005
819,15.91,61.65
819,15.99,61.620000000000005
819,16.03,61.425
819,16.06,60.519999999999996
819,16.14,63.33
819,16.16,61.67
819,16.2,64.905
819,16.3,60.504999999999995
819,16.330000000000002,60.75
819,16.6,62.84
819,16.64,60.765
819,16.73,60.03
819,16.78,59.305
819,16.79,60.575
819,16.85,61.834999999999994
819,16.93,60.97
819,17.02,60.125
819,17.07,60.64
819,17.14,62.39
819,17.16,60.47
819,17.21,61.72
819,17.27,60.175
819,17.37,60.43
819,17.63,60.685
819,17.73,59.445
819,17.77,59.504999999999995
819,17.95,60.769999999999996
819,18.02,60.06999999999999
819,18.29,65.4
819,18.330000000000002,61.08
819,19.25,64.175
819,19.29,63.3
820,10.73,95.12
820,10.96,96.6
820,11.42,94.89
820,11.56,95.89
820,11.58,97.64
820,11.71,93.26
820,11.77,91.61
820,11.96,88.75
820,12.42,84.77
820,12.77,84.25
820,12.9,85.25
820,12.94,83.01
820,13.02,79.52
820,13.42,79.18
820,13.63,79.04
820,14.42,76.62
820,14.620000000000001,82.16
820,14.65,82.18
820,15.01,80.03
820,16.01,83.29
821,11.620000000000001,99.72
821,12.56,90.4
821,12.61,90.03
821,12.69,89.51
821,12.71,88.77
821,13.530000000000001,93
821,13.56,91.97
821,13.67,89.64
821,13.69,85.27
821,13.71,84.66
821,14.55,87.56
821,14.67,84.96
821,14.68,85.23
821,15.55,89.12
821,15.57,85.67
821,15.64,89.39
821,15.68,86.26
821,16.7,90.55
821,17.56,90.87
821,17.580000000000002,89.62
821,17.7,86.7
822,10.370000000000001,81.235
822,10.790000000000001,78.6
822,10.94,80.03
822,11.88,72.4
822,11.92,71.97
822,12.88,72.69999999999999
822,12.92,68.33
822,13.36,67.09
822,13.4,67.83
822,13.44,67.12
822,13.530000000000001,67.56
822,13.55,68.66
822,13.63,66.83
822,13.68,67.17
822,13.9,69.29
822,13.92,68.65
822,14.36,68.84
822,14.55,67.55
822,14.56,67.52
822,14.68,65.69
822,14.84,67.55
822,14.91,65.82499999999999
822,14.93,67.68
822,14.99,66.5
823,10.700000000000001,79.5
823,11.700000000000001,77.55
823,11.93,73.59
823,12.16,74.81
823,12.280000000000001,78.5
823,12.3,74.46
823,12.33,74.64
823,12.74,72.27
823,12.950000000000001,70.51
823,12.97,69.54
823,13.21,68.34
823,13.77,68.84
823,13.81,66.67
823,14,65.21
823,14.14,64.9
823,14.17,66.09
823,14.18,66.88499999999999
823,14.290000000000001,66.56
823,14.35,67.51
823,14.370000000000001,66.35
823,14.65,66.4
823,14.77,64.33
823,14.81,63.925
823,14.85,62.075
823,15.040000000000001,65.56
823,15.06,66.58
823,15.1,64.77
823,15.11,62.46
823,15.15,64.715
823,15.25,64.05
823,15.27,63.56
823,15.33,64.685
823,15.4,65.12
823,15.65,65.32499999999999
823,15.77,65.06
823,15.81,62.155
823,15.84,61.84
823,15.94,63.269999999999996
823,16.09,63.93
823,16.11,64.14
823,16.12,62.84
823,16.25,63.26
823,16.32,62.599999999999994
823,16.4,62.82
824,12.6,72.36
824,13.24,69.12
824,13.35,71.24
824,13.5,70.68
824,13.65,68.215
824,13.77,70.26
824,13.81,70.12
824,14.21,67.52
824,14.25,66.98
824,14.48,67.85
824,14.71,65.745
824,14.81,65.905
824,14.82,70.13
824,15.17,66.49
824,15.25,66.22
824,15.290000000000001,65.86
824,15.38,68.06
824,15.5,67.34
824,15.540000000000001,66.53
824,15.55,67.23
824,15.73,66.84
824,15.8,65.42
824,15.82,72.24
824,16.25,65.81
824,16.48,66.79
824,16.51,67.38
824,16.82,69.28
825,10.65,78.4
825,11.03,78.53
825,11.44,80.26
825,11.65,75.04
825,11.71,76.14
825,11.86,71.92
825,12,76.46
825,12.42,70.92
825,12.46,70.17
825,12.67,69.36
825,13.040000000000001,65.64
825,13.47,64.805
825,13.67,64.51
825,13.68,64.25
825,13.73,65.39
825,13.83,66.06
825,13.93,65.52000000000001
825,14.030000000000001,64.61
825,14.43,64.77
825,14.47,64.16
825,14.63,65.13
825,14.72,63.35
825,14.76,63.08
825,14.93,62.81
825,15.05,61.8
825,15.43,62.4
825,15.47,62.254999999999995
825,15.68,62.61
825,15.76,63.27
825,15.93,62.495000000000005
825,16.03,61.63
826,11.07,82.2
826,11.22,81.51
826,11.36,79.1
826,11.86,77.35
826,12.05,76.95
826,12.19,77.89
826,12.44,75.32
826,12.76,76.41
826,12.86,74.565
826,13.01,73.195
826,13.030000000000001,70.4
826,13.200000000000001,70.24
826,13.43,70.88
826,13.780000000000001,70.59
826,13.870000000000001,70.32
826,13.91,66.79
826,13.950000000000001,66.12
826,14.06,66.28
826,14.08,67.5
826,14.16,67.98
826,14.200000000000001,67.8
826,14.33,70.15
826,14.47,68.36
826,14.870000000000001,63.78
826,14.950000000000001,65.12
826,15.120000000000001,66.93
826,15.33,67.39500000000001
826,15.870000000000001,68.62
826,16.13,64.5
826,16.330000000000002,65.89
826,16.36,67.16
826,16.42,67.76
826,16.87,67.08
826,17.02,66.16
826,17.35,68.02000000000001
827,10.65,110
827,10.83,100.78
827,10.98,91.62
827,11.02,91.86
827,12,86.56
827,12.61,77.12
827,13.09,70.925
827,13.11,70.19
827,13.530000000000001,69.35
827,13.65,68.91
827,13.69,69.84
827,13.73,67.96
827,13.82,67.56
827,13.86,67.89
827,13.92,70.63
827,13.98,67.99
827,14.030000000000001,66.81
827,14.13,66.58
827,14.18,67.2
827,14.21,68.84
827,14.61,65.08
827,14.68,65.72
827,14.72,64.045
827,14.84,66.02
827,14.97,64.72
827,15.01,64.01
827,15.030000000000001,63.93
827,15.14,64.02
827,15.16,65.48
827,15.18,67.81
827,15.280000000000001,63.97
828,14.01,75.79
828,14.16,79.85
828,14.39,76.12
828,14.81,72.55
828,14.870000000000001,72
828,15.200000000000001,71.46
828,15.31,70.51
828,15.370000000000001,70.36
828,15.41,72.35
828,15.44,71.62
828,15.81,70.3
828,15.83,69.94
828,15.93,69.61
828,16.04,71.81
828,16.16,67.58
828,16.19,68.88499999999999
828,16.37,66.69
828,16.42,66.31
828,16.46,68.30000000000001
828,16.75,68.45
828,16.88,66.51
828,16.92,65.88
828,17,68.38
828,17.17,65.06
828,17.37,65.48
828,17.400000000000002,66.87
828,17.900000000000002,63.58
828,17.94,64.11
828,18.09,66.91
828,18.150000000000002,66.81
828,18.36,65.89
829,11.24,94.77
829,11.64,87.23
829,11.73,84.2
829,11.98,83.15
829,12.08,79.09
829,12.1,78.24
829,12.27,77.31
829,12.290000000000001,78.68
829,12.92,73.73
829,12.94,76.73
829,13.19,78.42
829,13.33,74.28
829,13.35,71
829,13.67,72.13
829,13.73,72.93
829,13.77,69.69
829,13.9,70.5
829,13.96,69.82
829,14.13,71.81
829,14.21,72.1
829,14.25,70.55
829,14.66,69.99
829,14.76,68.62
829,14.98,70.83
829,15.15,73.83
829,15.280000000000001,71.74
829,15.72,71.75
829,15.76,69.32
829,16.09,72.76
829,16.28,72.5
829,16.32,76.1
830,14.450000000000001,75.92
830,14.49,75.4
830,15.01,70.94
830,15.32,72.1
830,15.39,72.6
830,15.43,75.03
830,15.56,71.5
830,16.25,69.91
830,16.43,68.62
830,16.45,69.71
830,16.580000000000002,66.32
830,16.6,69.85
830,16.7,64.98
830,16.98,68.43
830,17.14,65.88
830,17.29,68.2
830,17.330000000000002,68.85
830,17.400000000000002,68.79
830,17.46,66.26
830,17.56,62.36
831,10.76,91
831,11.28,87.45
831,11.49,85.02
831,11.64,79.16
831,11.78,76.43
831,11.790000000000001,79.97
831,12.35,70.34
831,12.47,72.82
831,12.64,69.56
831,12.780000000000001,68.78
831,12.790000000000001,71.06
831,12.91,70.61
831,13.35,69.535
831,13.5,67.64
831,13.540000000000001,69.745
831,13.81,66.83000000000001
831,13.91,66.66
831,14.35,66.64500000000001
831,14.5,68.445
831,14.52,67.97
831,14.83,69.32
831,14.9,69.16
831,15.35,66.38
831,15.38,67.24
831,15.58,71.57
831,15.69,72.7
831,15.860000000000001,70.83
831,15.9,68.19
832,10.1,85.09
832,11.01,76.46
832,11.120000000000001,74.42
832,11.18,75.35
832,11.24,75.44
832,11.66,71.83
832,11.91,71.35
832,11.950000000000001,67.23
832,11.99,67.2
832,12.120000000000001,67.945
832,12.19,67.29
832,12.22,69.77
832,12.81,70.21
832,12.83,68.14
832,13,64.82
832,13.15,65.59
832,13.23,63.96
832,13.69,62.77
832,13.76,62.144999999999996
832,14.21,63.16
832,14.27,62.144999999999996
832,14.33,61.1
832,14.71,59.69
832,14.75,59.965
832,14.84,61.71
832,14.98,60.945
832,15.02,60.22
832,15.19,61.8
832,15.32,61.22
832,15.67,61.68
832,15.700000000000001,59.41
832,15.76,59.879999999999995
832,15.9,61.775000000000006
832,15.98,60.82
832,16.04,61.795
832,16.13,60.36
832,16.34,60.260000000000005
832,16.55,63.54
832,16.740000000000002,60.6
832,16.86,60.769999999999996
832,16.92,64.24000000000001
832,16.990000000000002,62.33
832,17.57,63.91
832,17.62,60.59
833,11.27,108.64
833,11.790000000000001,100.45
833,11.91,99.23
833,12.08,102.67
833,12.14,100.96
833,12.200000000000001,100.45
833,12.35,93.73
833,12.790000000000001,92.85
833,12.85,91.35
833,13.08,92.94
833,13.1,89.96
833,13.23,93.13
833,13.25,87.6
833,13.39,89.07
833,13.44,92.54
833,13.48,90.13
833,13.77,90.96
833,13.870000000000001,89.86
833,13.88,91.49
833,14.02,90.21
833,14.38,87.41
833,14.44,86.98
834,10.92,91.97
834,11.75,82.58500000000001
834,12.74,73.695
834,13.05,74.09
834,13.07,73.84
834,13.200000000000001,73.18
834,13.22,73.68
834,13.26,74.48
834,13.63,72.73
834,13.68,71.69
834,13.74,72.285
834,13.89,72.3
834,14.05,71.44
834,14.16,72.49
834,14.22,72.32
834,14.24,70.98
835,10.040000000000001,116.34
835,10.120000000000001,105.56
835,10.75,98.71
835,11.31,88.12
835,11.39,89.11
835,11.77,88.77
835,11.9,89.09
835,12.1,86.51
835,12.34,83.26
835,12.86,82.27
835,13.13,83.75
835,13.34,81.57
835,13.4,80.64
835,14.36,80.81
835,14.86,75.33
835,15.22,80.06
836,10.22,129.29
836,11.1,98.35
836,11.83,89.87
836,12,86.14
836,12.120000000000001,85.86
836,12.25,85.74
836,12.88,81.32
836,13,78.45
836,13.09,75.8
836,13.64,72.92
836,13.88,70.71
836,13.98,72.565
836,14.11,71.44
836,14.67,67.285
836,14.71,65.02
836,14.75,65.34
836,14.82,69.7
836,14.84,66.97
836,14.86,68.15
836,15.17,67.795
836,15.22,66.635
836,15.3,65.49
836,15.63,62.7
836,15.67,63.985
836,15.700000000000001,65.01
836,15.74,63.11
836,15.950000000000001,64.63
836,15.97,65.5
836,16.12,64.715
836,16.15,64.565
836,16.22,64.24
836,16.3,64.28
837,13.97,75.32
837,15.93,66.97
837,16.01,67.33
837,16.45,67.53
837,16.580000000000002,67.86
837,16.6,65.07
837,16.67,68.58
837,16.88,68.61
837,16.98,66.92
837,17.46,67.27
837,17.67,66.38
837,17.71,67.47
837,17.77,66.43
837,17.94,65.86
837,18.02,66.3
837,18.35,64.13
837,18.46,66.01
837,18.59,68.97
837,18.61,65.17
837,18.67,65.35
837,18.73,66.51
837,18.75,67.72
837,18.79,66
837,18.92,66.23
837,19,66.37
837,19.02,65.80000000000001
837,19.38,66.72
837,19.400000000000002,66.69
837,19.46,65.62
837,19.63,68.62
837,19.67,67.31
837,19.7,66.73
837,19.740000000000002,66.45
838,13.36,66.04
838,13.5,66.79
838,13.71,66.68
838,13.790000000000001,65.29
838,14.15,64.45
838,14.450000000000001,64.69
838,14.47,65.03
838,15.05,64.42
838,15.07,63.45
838,15.200000000000001,63.09
838,15.32,67.25
838,15.370000000000001,64.1
838,15.66,61.75
838,15.700000000000001,63.415
838,15.8,63.09
838,16.18,60.64
838,16.22,59.57
838,16.35,62.99
838,16.66,63.62
839,11.13,87.32
839,11.17,83.67
839,11.25,84.33
839,11.32,85.63
839,11.36,86.49
839,11.48,91.47
839,11.55,88.47
839,11.92,86.52
839,11.99,82.58500000000001
839,12.34,78.02
839,12.450000000000001,84.18
839,13.01,76.66
839,13.3,72.95
839,13.41,75.45
839,13.61,73.89
839,14.05,70.17
839,14.200000000000001,69.5
839,14.26,70.34
839,14.370000000000001,68.65
839,14.43,68.39
839,14.530000000000001,70.71
839,14.6,69.26
839,15.01,68.05
839,15.290000000000001,67.47
839,15.47,69.41
839,15.56,68.1
839,15.6,70.44
839,16,69.63
839,16.29,68.2
839,16.46,69
839,16.5,70.44
840,17.81,67.01
840,17.89,67.2
840,17.96,67.22
840,18.27,66.2
840,18.330000000000002,65.69
840,18.37,63.73
840,18.400000000000002,64.55
840,18.580000000000002,64.84
840,18.67,66.61500000000001
840,18.830000000000002,64.04
840,18.86,63.825
840,18.96,64.60499999999999
840,19.25,65.63
840,19.36,66.04
840,19.400000000000002,64.47
840,19.52,64.42
840,19.55,67.165
840,19.650000000000002,65.29
840,19.78,64.68
840,19.84,64.91
840,19.86,63.87
841,10.8,91.95
841,11.05,91.96
841,11.870000000000001,81.22
841,12.07,83.41
841,12.120000000000001,87.01
841,12.58,83.04
841,12.64,85.76
841,12.790000000000001,85.12
841,13.120000000000001,84.33
841,13.64,80.39
841,13.93,82.07
841,14.120000000000001,82.79
841,14.61,78.34
841,14.65,77.66
841,14.67,79.63
841,14.81,80.33
841,14.98,82.45
841,15.120000000000001,81.38
841,15.17,77.13
841,15.610000000000001,78.43
841,15.790000000000001,78.97
841,15.98,78.76
841,16.61,78.03
841,16.8,83.64
841,16.95,81.28
841,17.78,84.32
842,11.19,85.31
842,11.33,88.6
842,11.73,80.32
842,12.23,76.07
842,12.35,77.73
842,12.76,75.4
842,12.870000000000001,72.12
842,13.040000000000001,72.23
842,13.19,71.595
842,13.76,74.08
842,13.82,75.66
842,13.86,72.21
842,14.19,69.41499999999999
842,14.38,74.05
842,14.42,74.44
842,14.76,71.87
842,14.86,67.33
842,14.97,74.65
842,15.32,74.61
842,15.38,71.27
843,10.83,110.98
843,11.9,84.6
843,11.98,84.95
843,12.65,79.45
843,12.82,77.46
843,13.01,77.92
843,13.21,73.95
843,13.97,72.49
843,14.01,72.29
843,14.64,69.08500000000001
843,14.72,64.72
843,14.83,67.86
843,14.97,68.45
843,15.18,69.015
843,15.24,68
843,15.64,69.7
843,15.72,65.66
843,15.93,69.5
843,16.52,71.56
843,16.64,69.695
844,12.530000000000001,74.51
844,12.73,73.45
844,12.790000000000001,69.59
844,13.18,72.17
844,13.22,70.14
844,13.43,71.77
844,13.85,68.37
844,14.23,70.59
844,14.290000000000001,68.13
844,14.44,69.07
844,14.46,70.84
844,14.77,68.26
844,14.81,70.01
844,14.82,70.02
844,14.870000000000001,69.64
844,15.17,70.66
844,15.21,68.78
844,15.23,67.18
844,15.290000000000001,66.95
844,15.31,66.75
844,15.42,67.465
844,15.46,68.395
844,15.69,67.27
844,16.19,68.32
844,16.27,67.62
844,16.3,66.88
844,16.42,72.05
844,16.51,68.225
845,11.17,92.87
845,12.030000000000001,76.96
845,12.22,77.51
845,12.38,72.66
845,12.49,74.52
845,12.57,74.66499999999999
845,13.08,72.73
845,13.200000000000001,74.97
845,13.31,74.7
845,13.35,76.11
845,13.91,74.53
845,13.99,72.86
845,14.08,71.59
845,14.24,75.8
845,14.33,74.96
845,14.39,70.96
845,14.6,76.14
845,15,72.97
845,15.06,72.96
846,13.33,92.53
846,13.44,86.05
846,14.32,85.35
846,14.38,82.49
846,14.44,78.745
846,15.32,83.86
846,15.39,81.07
846,15.44,79.86
846,16.32,82.52
846,16.36,81.17
846,16.44,85.54
846,17.34,81.91
846,17.36,79.34
846,18.330000000000002,78.96
846,18.37,81.75
846,18.41,78.13
846,18.45,78.06
846,19.31,91.11
846,19.35,79.58
846,19.43,77.3
846,19.45,80.58
847,10.72,80.59
847,11.67,76.52
847,11.91,76.1
847,11.92,77.63
847,12.15,79.13
847,12.67,75.06
847,12.98,71.52
847,13.15,76.14
847,13.540000000000001,72.22
847,13.67,71.35
847,13.84,70.23
847,13.9,70.41
847,14.1,70.66
847,14.25,69.57
847,14.65,68.7
847,14.69,67.36
848,12.55,70.14
848,12.6,71.92
848,13.200000000000001,71.22
848,13.35,72.04
848,13.450000000000001,68.45
848,13.52,69.59
848,13.6,71.23
848,13.91,71.99
848,14,71.68
848,14.040000000000001,68.61
848,14.18,70.6
848,14.290000000000001,70.61
848,14.44,73.43
848,15.65,71.73
848,15.71,70.43
848,15.780000000000001,73.47
848,16.72,78.73
849,11.26,73.28
849,11.49,73.61
849,11.950000000000001,70.69
849,12.07,71.58
849,12.32,70.54
849,12.35,69.47999999999999
849,12.49,71.11
849,12.58,67.41
849,12.950000000000001,68.02
849,13.06,67.52
849,13.540000000000001,65.07
849,13.950000000000001,65.52
